,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
18050,Boeing 777,17829.810981559476,41517.40498693016,41152.38950979001,35%-45% of MAC,626.1834117917804,133.0611855483134,424868.40314584295,338,69451.95563533311,57264,556,Turboprop,38.76676121243378
18051,Bombardier Global 6000,22585.579666558613,99168.81008297412,47449.458181954615,25%-35% of MAC,320.5215570757927,140.59637876736403,90615.02288453838,424,2584.9717731388137,21604,520,Turbofan,64.02639158959651
18052,Airbus A320,34161.647051523105,66480.99836130884,58339.38945421245,20%-35% of MAC,671.357323455063,39.29107094150763,225642.04773368008,152,80649.22846900421,31611,479,Piston,36.37396702934491
18053,Boeing 777,193693.4483016097,289337.52086159063,231354.01993450284,35%-45% of MAC,513.2068751295752,49.89494705627294,301406.5973028857,247,97368.64583399272,45517,468,Turbofan,64.63617536485567
18054,Bombardier Global 6000,259250.5783605869,338708.2745303003,282168.64484140766,20%-35% of MAC,869.0043490904749,97.2082509849322,151782.03886904672,347,61631.81120183343,56933,637,Turbofan,63.01323675672966
18055,Beechcraft King Air 350,169158.24122258692,332339.3673807679,255074.90848218225,20%-40% of MAC,619.0625682861561,49.823974768614,102734.34506202964,475,87431.65975044432,52564,672,Piston,84.02175819521759
18056,Beechcraft King Air 350,254160.97371040756,1094122.5726524435,334977.36253802374,35%-45% of MAC,994.5359821031028,70.52349913833599,212386.77020387887,302,26381.243049101355,49831,699,Turboprop,61.86834767414659
18057,Boeing 737-800,278553.05677943537,460473.0929762252,401186.6451293248,35%-45% of MAC,998.6826582691745,54.13827050057988,193055.1108320045,309,56919.892225826174,47689,679,Turbofan,62.67945630915352
18058,Cessna 172,26647.481429165888,72337.95822174771,56572.05892155984,20%-35% of MAC,204.0211127756084,102.65974845706909,412595.6387870831,147,58918.239565365,46150,574,Piston,55.10322382316253
18059,Gulfstream G650,150636.20857651907,439291.5003209569,432630.8289549189,25%-35% of MAC,608.8650067600298,40.89711651637119,223242.7611146846,340,60905.44482454594,38018,540,Turbofan,22.307189062529293
18060,Bombardier Global 6000,83158.59333976742,174417.0522829577,163739.80009250963,15%-30% of MAC,325.3051111703194,142.73981781773722,298206.6889688696,119,47080.61099413488,23966,700,Piston,37.505373765595
18061,Airbus A320,236985.8888444545,959253.0480252864,684282.5038969142,15%-30% of MAC,838.8234951918822,46.93434194265596,278777.34549550386,438,99409.64440611204,23240,520,Piston,92.38655709690656
18062,Airbus A380,276616.40455871547,353566.4698756474,285012.09644049447,25%-35% of MAC,857.903882918941,38.022792288457765,198511.9009251185,326,85165.8750577924,58966,428,Piston,90.45303693829904
18063,Bombardier Global 6000,297517.4959173293,1173516.6204283866,485332.7510175019,20%-35% of MAC,317.3820127067863,71.89233561747066,242659.24783697375,347,26920.58585052589,36818,587,Piston,81.09648538656583
18064,Embraer E190,51737.09249522457,200173.0958076965,141699.1805153978,15%-30% of MAC,892.1750109737659,186.3843607612162,343125.8048536475,75,27819.826602170644,35228,420,Piston,76.40506829010967
18065,Bombardier Global 6000,47933.25669747018,91836.61480220773,86485.77785191147,20%-40% of MAC,278.9375199271902,57.18579881744565,356934.97266946785,158,16939.169277513192,29769,496,Piston,80.04851399264143
18066,Boeing 777,55395.954685921526,216186.03987041535,158321.84856056963,20%-35% of MAC,961.6767701371452,61.5392402223212,330420.7883470549,84,34480.765100333134,55629,408,Turboprop,54.246425571714845
18067,Gulfstream G650,33316.60001734793,72612.89440351947,54411.29137900278,15%-30% of MAC,923.789040957731,97.18811965960582,31235.62940515928,247,28894.4195871467,57268,516,Turboprop,98.10653902491588
18068,Boeing 737-800,122896.65038897713,263499.50130406115,126372.0865606471,20%-40% of MAC,253.1885489018502,113.70686306481348,405778.6388568102,306,1229.8917031805418,58293,503,Piston,45.43999360157022
18069,Cessna 172,36411.16469691853,110785.56683401384,107836.5953703495,25%-35% of MAC,907.9003313048318,95.77991053859694,162508.33255916726,355,23768.007649057166,21245,623,Turbofan,23.458743265263973
18070,Boeing 777,121746.19364429035,518636.6661951749,224518.5993065472,15%-30% of MAC,606.7614009071174,139.00497893930725,124736.18742006,310,26604.221286250948,45115,614,Turboprop,84.73416715339337
18071,Beechcraft King Air 350,182812.1923772149,733429.5808199594,517988.2184802451,20%-35% of MAC,368.8664217181796,150.39890004537818,12551.9143469953,499,71151.87882023348,44799,433,Turboprop,75.70055305697494
18072,Bombardier Global 6000,248520.52374143412,681875.496796021,546294.1612003639,35%-45% of MAC,635.8616953943742,199.4358466761268,337749.3544226002,129,57612.87281681143,47562,578,Turboprop,22.718847686260183
18073,Embraer E190,293980.77856495697,1148512.8894110387,1042034.5992623472,15%-30% of MAC,801.2441672884579,125.02596862823204,234711.27027125945,249,47316.896653184296,25873,518,Turboprop,23.47305082864924
18074,Gulfstream G650,192297.45782430176,946990.2413209676,508809.5958130442,25%-35% of MAC,529.2973562916718,170.8620570339708,349718.0722873159,148,81387.93629386036,59842,544,Turboprop,95.70148310128933
18075,Bombardier Global 6000,204097.00533365225,1008323.2010923874,555901.6741609448,15%-30% of MAC,389.19761273657656,185.95530756957575,149973.91935729288,420,94336.4609263342,57459,427,Turboprop,20.668082864921654
18076,Cessna 172,294955.9596860322,331497.7826512735,325522.3789654072,25%-35% of MAC,730.7506217738432,170.58424309534345,31756.11184952795,484,55376.70004952115,57401,417,Turbofan,59.60550555406083
18077,Airbus A320,33388.1769581164,81584.99044253388,75460.1993155647,20%-40% of MAC,672.3885126040716,160.2794387045316,408663.34223743214,222,60036.39407161693,59661,646,Turbofan,35.09095399986603
18078,Beechcraft King Air 350,203714.0985759977,743479.920213775,554323.4348714922,20%-40% of MAC,565.0722964254753,112.45614695257812,358022.10353362164,96,38322.39184146437,23770,533,Turboprop,46.66455094173098
18079,Bombardier Global 6000,164919.9209430417,663660.3065980149,368089.9980167467,15%-30% of MAC,353.198282006234,148.85217355644335,452585.70864835,473,81660.66091367275,26001,406,Turboprop,57.99530408269682
18080,Embraer E190,119446.03265809828,480603.88819952944,259210.40949223397,20%-35% of MAC,791.5439030889988,153.74850482128224,400151.7921570333,379,31237.2575414043,23255,561,Turboprop,34.32039524396792
18081,Cessna 172,54134.08816527223,141724.37624671595,72454.32986700354,25%-35% of MAC,746.2057832109662,103.38005873271968,470790.4404914885,382,46105.81639806007,35818,613,Turboprop,99.7090085223264
18082,Boeing 737-800,63115.5791395541,124931.72391784242,103492.92365338554,20%-40% of MAC,419.4670724627569,79.11748104198017,305206.078971112,398,9704.607318536488,55981,681,Turbofan,22.886065043725544
18083,Boeing 777,185190.5753414142,648510.387794314,435080.7786262946,20%-40% of MAC,745.8070168070543,133.89783877749838,223960.24733108515,361,96810.80131369672,33862,462,Turbofan,96.01904912976345
18084,Boeing 737-800,273357.53655776434,762085.2042275913,655239.4347583908,35%-45% of MAC,618.4420943148442,104.53856440766948,79674.49090857519,228,56932.365268485606,42292,660,Turboprop,67.58518988896171
18085,Boeing 777,240502.65752248443,680507.4950522557,620698.3018477787,35%-45% of MAC,976.3291275704864,137.04766492295033,35893.707270145795,457,33185.58052570255,29446,637,Piston,47.382307321034176
18086,Airbus A380,106383.78693541216,442732.6304066415,130361.09769581482,25%-35% of MAC,941.635248116195,158.1143006128663,141311.38387082974,176,4011.5806913344823,47375,441,Piston,43.0661912092478
18087,Beechcraft King Air 350,201076.1139848876,319530.5005868128,263861.0214639979,20%-35% of MAC,322.1693861272403,156.2174161904077,174867.72990819957,322,59766.27928088544,42453,592,Turbofan,64.3203396261916
18088,Cessna 172,33646.608190592684,116504.54682565524,114130.99881314552,20%-40% of MAC,768.7335371540596,20.8780600668678,3779.5927011090353,387,58337.60738704909,27795,525,Turbofan,63.95541283169824
18089,Bombardier Global 6000,47884.34826226933,231618.4315334519,148364.84373634154,20%-35% of MAC,437.767305454916,150.6159981265766,451491.2336495671,82,37625.22467582116,30113,581,Turboprop,41.37260986834532
18090,Bombardier Global 6000,155587.65214312606,232552.2815175202,180217.223128058,15%-30% of MAC,716.0319968261955,197.49768729013607,53001.88797485454,266,28255.48455536978,57586,658,Piston,67.7862041160337
18091,Cessna 172,285879.4410922349,1323148.920114493,449148.6424526443,20%-35% of MAC,264.17474493173955,95.37285728933811,261724.8374054309,222,15774.0834958339,51612,460,Turboprop,53.95884219056327
18092,Cessna 172,239255.52089801052,567325.3205670835,358085.404867104,25%-35% of MAC,560.0487637202292,39.41104948874193,55476.54905470448,500,24345.031444642016,30981,404,Piston,78.75676217413269
18093,Boeing 737-800,94458.97493261752,333897.6729175549,266059.43995499774,20%-40% of MAC,796.9784686728931,164.9355817158036,260030.92506958224,421,1339.0038468172993,37446,648,Turbofan,18.034575404300305
18094,Airbus A380,186021.8788782544,586604.5838507842,275113.8489521081,20%-35% of MAC,894.7155515905988,131.6157932581433,470318.0405948049,363,42836.585968954925,50318,618,Piston,10.058855195599415
18095,Boeing 747-8,140336.58164603173,580992.2182310371,293474.66175466,20%-40% of MAC,864.0340705213945,78.16274553078057,318281.2861782233,341,56118.11315878292,50423,688,Piston,65.0755750985218
18096,Cessna 172,194836.94084900065,547753.2059276102,307804.99564396805,20%-40% of MAC,307.96201916626694,38.48323521863365,276249.9920075742,414,86368.08159294525,46470,449,Turboprop,24.068353187208047
18097,Cessna 172,77713.7201318116,357295.149585409,335057.1979100419,20%-35% of MAC,731.060764550718,167.95669062872216,367150.7005803722,112,68177.06056509414,46415,539,Piston,35.47779658555035
18098,Airbus A380,24885.23322803986,110999.52296737692,49512.731164445824,35%-45% of MAC,509.5164787922281,33.56683744613826,489249.7539384754,98,63308.34063972716,54530,645,Piston,83.8682948926483
18099,Boeing 747-8,233071.38767814997,875678.1064423157,302072.1492671694,15%-30% of MAC,294.1420162972111,191.1987629683771,291081.10420429707,317,41152.05130258261,22302,605,Turboprop,81.81438416831499
18100,Boeing 737-800,223579.3463708805,372774.0999893188,264429.4369261892,15%-30% of MAC,396.1143753960521,187.6540222893612,17852.289475789836,56,95017.25079361256,34783,545,Turboprop,87.99825076927834
18101,Beechcraft King Air 350,21127.51855926447,67288.91651891092,25370.18146020155,20%-35% of MAC,913.0873682489604,184.5050434586628,81267.76268147913,219,7578.309198898522,30070,520,Turbofan,38.07684365759231
18102,Embraer E190,102313.13981831816,389995.28664878383,247189.8067763098,25%-35% of MAC,253.1474759254616,45.07616804694091,220484.47034509896,84,11585.519749516332,55044,464,Piston,28.6605733313103
18103,Bombardier Global 6000,21783.5869877533,46753.302340187205,29362.62827874328,35%-45% of MAC,415.3640000387366,156.93241854981906,96679.90499084973,437,41590.57265273951,32691,620,Turboprop,50.22714797062436
18104,Boeing 777,267630.6782329468,1153093.9480316276,308616.9160109483,15%-30% of MAC,755.9579050312133,73.52791787076521,383294.6386090191,234,7021.792199935103,53337,612,Piston,57.12290413069104
18105,Airbus A320,27765.44840003738,43123.79178158663,39635.4297008159,15%-30% of MAC,713.9456902846755,53.58249013425278,97421.08882509512,405,84320.1478796406,59735,402,Turbofan,22.642881113503066
18106,Bombardier Global 6000,238789.4719829465,1048571.6917603196,498985.7564556674,20%-40% of MAC,652.5462586790126,193.34367836185976,495425.8171176357,168,39259.61529804073,28011,548,Turboprop,36.95896752703587
18107,Boeing 777,286208.4044156269,851435.3922195158,696115.8152638169,15%-30% of MAC,473.5598598687002,143.1219918126929,312002.0913306263,345,76680.25338601826,25696,535,Piston,46.29644794451231
18108,Gulfstream G650,264179.0496686712,674382.9859730664,439851.0686853016,15%-30% of MAC,694.3337259724096,199.79871005576052,9880.20738861228,296,85335.71384693366,33890,674,Turbofan,73.09873518749274
18109,Boeing 777,253918.4949399549,1227175.8755199213,353109.1424719265,35%-45% of MAC,335.29570686275844,34.41172360494039,479524.91376768064,350,8266.238486522081,42226,548,Piston,77.13545687206093
18110,Beechcraft King Air 350,149324.57820524013,275247.0214598931,196563.76954850968,20%-40% of MAC,662.8050677686646,27.709433588667352,425011.8452147621,209,71227.16090286599,28663,440,Piston,58.605576534387794
18111,Boeing 777,175082.71921618277,642891.3084684133,293799.7089974943,20%-40% of MAC,424.2406458296271,67.85110862779803,144342.21048035947,152,37630.89784005324,31062,547,Piston,14.952053556043367
18112,Beechcraft King Air 350,282618.87862518686,595624.9331482986,372015.5135130995,20%-40% of MAC,723.5001413520189,177.92760357858964,199226.8275999802,99,53795.984719993685,43929,446,Turbofan,87.95516673490168
18113,Boeing 777,101711.77907784715,111231.30213082458,106328.0606807845,35%-45% of MAC,787.94404402474,79.19628714801668,456415.790082716,238,37665.41612757625,59976,470,Turboprop,84.22368483308722
18114,Boeing 747-8,59609.73764319637,72728.71792262461,66132.61352957568,20%-40% of MAC,919.6408705737012,115.6372900061086,185678.7805303268,489,30510.302256003863,53148,562,Turboprop,62.90569173637649
18115,Gulfstream G650,108476.50006928002,324594.2978028849,136934.356259913,25%-35% of MAC,357.1487763368898,182.4986278542388,415403.3156139327,120,82773.51498431392,53547,507,Piston,75.7953244434867
18116,Airbus A320,82467.86392229467,140505.46097077074,114410.79937621111,25%-35% of MAC,706.6494394766981,131.0561182991677,49396.9718066048,385,9620.030849629326,58250,566,Piston,32.46867384633685
18117,Cessna 172,51541.38902178606,87780.08589606863,64239.89543211188,15%-30% of MAC,628.9341852637576,197.11015149500236,448472.2414560164,412,87411.83396958586,59960,656,Piston,19.88734347477071
18118,Boeing 737-800,18998.837360278925,65539.60699214888,33913.24333451848,15%-30% of MAC,794.6543520006198,114.93243081654892,264590.7259486468,145,52322.11303863982,26928,653,Turbofan,87.88659867244972
18119,Boeing 737-800,149215.33050359465,451745.5333520012,352748.2511328774,25%-35% of MAC,366.1387797976689,153.66121040876504,146239.35826599383,271,37644.26219943616,54318,692,Turboprop,92.1697147857569
18120,Boeing 747-8,216325.43812581597,989166.5096152116,426283.2192057416,25%-35% of MAC,689.250472273621,36.55189177185228,245004.0269021602,120,75660.15288668302,35692,437,Piston,11.568179879975096
18121,Bombardier Global 6000,202698.59585499455,644396.274202075,257956.6057033681,25%-35% of MAC,571.001144042182,139.79198140436887,319217.32207102265,68,31902.27761817596,56612,500,Turbofan,55.83056382186516
18122,Airbus A380,201388.49084903783,661296.2063987926,334230.8846411283,35%-45% of MAC,508.8999002794069,158.0273993142407,387737.3192325657,152,88313.2846561932,47586,645,Turboprop,85.22673585872266
18123,Gulfstream G650,212922.77131298653,816820.8700293186,268951.5615241763,35%-45% of MAC,217.07989751400848,103.20726453288226,213591.55796507467,134,66378.2018189732,25582,453,Turbofan,80.4602442602474
18124,Boeing 737-800,288130.00313689,652958.0760349487,395896.5596921719,20%-35% of MAC,261.7643141876398,82.02559281237205,452182.1734135022,258,43752.31393909224,47941,584,Piston,74.98900984890464
18125,Embraer E190,41001.8832092037,68390.08444221772,62556.027557161215,20%-40% of MAC,945.5265244687046,79.906804116944,96557.6669715314,65,9446.01184362276,27445,441,Turbofan,27.254234906454084
18126,Airbus A380,216568.03791506108,766541.9563083174,705545.1413990492,25%-35% of MAC,542.1685573034289,90.85953491997196,248976.0574260659,64,57487.22627303246,30574,552,Turbofan,57.18602914415264
18127,Gulfstream G650,210989.82139497707,222748.20766054167,214172.60559025328,20%-40% of MAC,636.5726847358603,199.07441481958824,240347.41228572908,71,94602.5299544248,47940,510,Piston,34.27592285945682
18128,Airbus A380,253485.79105092736,359062.64812736365,259413.3876377413,20%-35% of MAC,703.332386106324,161.18680541642587,334063.7284584645,461,26997.59264060984,23418,645,Turbofan,79.27326929359512
18129,Bombardier Global 6000,255595.2223850615,412910.7878447696,410162.7468083461,35%-45% of MAC,643.3115754646929,60.18616689408101,94510.3430468748,367,34383.1788224941,44158,531,Turboprop,29.78733936889115
18130,Airbus A380,111571.77998919351,204612.1215802132,189776.2509725584,20%-40% of MAC,533.5122570114829,173.91607963538294,367633.5992529832,303,40135.99598976765,25525,644,Turbofan,88.92789035691484
18131,Boeing 777,173598.08711221608,559216.4226454119,497980.0466994601,25%-35% of MAC,473.593894056761,62.83375803146493,404492.9799773563,163,67041.97989225654,22023,556,Piston,43.73936328526975
18132,Embraer E190,224380.51927306087,873371.5055716722,577850.6001342102,20%-40% of MAC,525.2777685113542,182.94290120042345,343461.4443959777,148,92215.8456073075,30593,527,Turbofan,44.89774277215876
18133,Embraer E190,9423.31827373339,18650.36063446889,16760.891954347677,20%-40% of MAC,360.4007262854885,87.21077709916004,13519.455694177015,53,34567.83944914303,46612,543,Turbofan,10.368530176763205
18134,Boeing 747-8,16573.694555145965,77582.0639775288,36144.62858839474,20%-40% of MAC,932.5063064389112,39.17022975434851,160334.58747495676,392,38065.006937869264,23325,515,Piston,41.69538121540864
18135,Bombardier Global 6000,45614.88049787087,163515.0651958587,95436.23662922978,20%-40% of MAC,406.36838562287926,46.008666053856686,418910.0902024442,65,49651.75530960207,30579,456,Turboprop,25.309870052800218
18136,Boeing 737-800,129546.81615694256,529919.5907396767,419871.2029250837,35%-45% of MAC,453.4217358219558,121.34336317315464,165988.46199275937,193,66246.84508604076,24474,645,Turbofan,83.98722991167698
18137,Beechcraft King Air 350,147705.09219146936,559126.0355203042,409915.8906355653,15%-30% of MAC,353.9677624607644,23.477530691170404,73821.67241806073,180,2556.5049737395366,51754,455,Turbofan,23.875912522616268
18138,Boeing 777,189326.15587772263,838095.808394579,414442.957966258,25%-35% of MAC,768.6279501653734,184.99990223404285,81101.63991279902,247,43246.65948575813,46021,610,Turbofan,10.935057043465813
18139,Beechcraft King Air 350,123307.2441433944,513958.1371136824,223960.24100994135,20%-35% of MAC,513.6220220165142,110.8974744775616,4470.632204050484,267,93622.91903871,41005,607,Piston,55.87448063419086
18140,Boeing 777,154922.93796945634,291567.1985310385,285623.5114835752,15%-30% of MAC,259.9917418402682,133.7289867504748,127159.54432196711,154,51261.92078932577,44479,484,Turboprop,92.16217427794474
18141,Airbus A380,196000.5885882736,940161.6783858086,223513.10319999047,25%-35% of MAC,207.1645563865048,158.30915772107306,279322.96252343094,277,13019.4226091175,50963,403,Turbofan,74.92731848534662
18142,Boeing 737-800,38848.35527656706,68586.7832554654,58960.95930345585,35%-45% of MAC,577.3792331659628,86.20290510840469,308850.7400392271,190,71222.41420417829,58785,535,Turboprop,84.4798982106238
18143,Boeing 777,111850.84206816422,272457.93486591073,228713.3164135255,20%-35% of MAC,626.809884563197,81.39560783251025,55657.1404440569,481,30672.435192431964,29182,666,Turboprop,25.398563553724053
18144,Embraer E190,31935.522317338964,44884.16271340027,42333.97393930192,20%-40% of MAC,446.71149261498,32.231165696139485,256036.2968630762,73,32796.915160713885,54997,604,Turboprop,62.75849974140845
18145,Embraer E190,171888.6651769284,709376.9545314555,188555.6639613812,15%-30% of MAC,866.72500446457,107.70727150115847,199691.80757499763,377,61790.033556381495,29905,639,Turbofan,27.21009855198777
18146,Airbus A380,115790.79429942202,163979.432184986,139838.13755343997,20%-40% of MAC,362.4559576383585,38.72682923516088,54583.26966186303,172,22740.84644849317,41628,672,Piston,30.18075083605435
18147,Airbus A380,57764.70343049264,271176.2974129194,177679.307059598,15%-30% of MAC,912.1015054941902,134.55211088010296,116515.7915202768,307,93849.2309797886,31785,478,Turboprop,21.209708214114187
18148,Airbus A380,264682.6209258264,1240392.56368195,720810.140850394,25%-35% of MAC,916.5388202398476,162.57160167261472,148824.50417505615,409,62313.02259513097,31834,400,Piston,89.9471748143015
18149,Boeing 737-800,293263.2945377186,1164447.001055397,932856.7443441842,25%-35% of MAC,495.2988896720167,28.052191092038505,354923.0816055288,292,16186.0934477242,59206,542,Turbofan,78.94806082902628
18150,Cessna 172,111607.05300076454,243163.76095388024,197314.35057664808,20%-35% of MAC,215.3021866635046,50.42500821874802,373496.2316280647,449,56553.05191226809,34247,653,Piston,29.57289441466244
18151,Airbus A320,293966.3387697051,968468.3197276948,364932.5016269533,35%-45% of MAC,671.3513221393412,198.28179909043948,95638.73173496369,392,39694.71026115332,28321,539,Turboprop,10.8446946624708
18152,Embraer E190,138784.95576457353,634234.4416487631,604849.1583530842,25%-35% of MAC,240.71230419334685,171.33682073851995,176191.6073814874,483,88920.67679485874,44085,538,Turboprop,78.31562887155341
18153,Embraer E190,213805.84086576416,544308.8899903682,297005.9798865897,20%-40% of MAC,683.5875014629155,48.99939126829413,368220.6757944987,281,84917.85664589418,37460,556,Turboprop,42.54800087701997
18154,Embraer E190,191057.78900221197,532149.0506952263,274776.5482068201,25%-35% of MAC,945.483736597889,40.46827186723171,299242.63740164984,95,8915.1061891364,22009,495,Turbofan,64.15507282626714
18155,Cessna 172,279249.6961984262,1366095.4756267376,552186.2979786627,15%-30% of MAC,871.2799644631768,159.34198118505077,103842.48850820235,104,59450.79899622615,53766,657,Turbofan,61.61464461724913
18156,Airbus A320,79893.21581931537,117972.14141249355,102132.9663284168,20%-40% of MAC,731.5821854304141,171.93767257216987,367441.06571027805,230,10157.78050913223,28351,574,Turboprop,20.66667536924651
18157,Gulfstream G650,112694.18563253472,268698.28318574536,210430.7029922304,20%-40% of MAC,316.0962647373151,39.09306169575797,444492.3833775873,433,52103.8577873277,59648,469,Piston,98.18617342419098
18158,Cessna 172,58393.025593098224,255066.88489487997,58865.99490413409,25%-35% of MAC,955.8682592629856,102.9711513502973,223754.8012863863,499,78113.49720393086,49028,637,Turboprop,38.8768347566873
18159,Boeing 747-8,75524.51634255041,312578.0682087206,126297.04615525932,25%-35% of MAC,516.0248240901394,26.030927268518344,186236.2873156198,454,68275.65639526185,49296,487,Piston,91.14837050623238
18160,Boeing 737-800,288118.33885802137,315655.85062524857,293469.84502942715,20%-35% of MAC,775.4417296522163,86.65860133654482,299237.6852886502,95,62971.86372017257,56880,569,Piston,12.496319653838324
18161,Boeing 777,59329.91315937013,91133.72389687132,90231.83337685515,25%-35% of MAC,644.0961176091566,109.40848090822269,401162.44342476415,150,27696.83523458996,44998,478,Piston,63.03199130341674
18162,Airbus A380,280472.0214975171,1303095.6478174515,888340.2572634983,25%-35% of MAC,691.7189005702778,97.86286621469878,123821.0042785382,170,6970.701090128582,46692,530,Piston,44.57388175445831
18163,Airbus A380,49383.67623536704,229045.24059712343,167603.34054268047,20%-40% of MAC,403.7660470084716,135.33727111823566,63892.49066425862,250,35046.62242626696,40428,700,Piston,25.03151570645249
18164,Embraer E190,299991.8740377024,380654.01046527526,311956.9422519479,25%-35% of MAC,407.9171533322837,120.60749128239596,361481.9785992067,454,97809.34557067,33752,494,Turboprop,36.05338623283242
18165,Boeing 777,210533.7524056247,519870.9491866975,299187.1939632365,20%-35% of MAC,226.57333290386816,155.27746607622578,230827.14686705475,327,2961.524370682022,20776,634,Turbofan,56.31536766637591
18166,Airbus A320,104172.41053265016,184141.22184370665,108496.59431920142,35%-45% of MAC,230.54357545205696,46.99015665598924,345500.6743041468,467,94420.12496845717,22603,461,Piston,75.29790810946707
18167,Boeing 777,41819.15571741176,178719.02822802303,163555.91793896293,20%-40% of MAC,409.8263632251617,38.2599313028424,273592.5119889448,230,87444.43292879412,36140,598,Turboprop,87.00597150328024
18168,Gulfstream G650,65017.5608593462,281767.92806913034,218314.1833147515,20%-35% of MAC,567.7356193861265,151.67589555450638,160076.2984246983,350,82496.70414266788,57594,673,Turboprop,29.84973660595473
18169,Boeing 777,228081.774661396,271673.2563572571,257862.6823685035,25%-35% of MAC,635.1370591359603,173.5854154121557,163651.65524929028,497,46382.21077162356,35357,699,Piston,16.702494126567103
18170,Boeing 777,5373.031383612362,12366.421154626292,11276.062033395458,20%-35% of MAC,676.1452270048289,169.8631711798318,42729.15445411245,480,93155.23270693832,56664,409,Piston,78.13757546749466
18171,Boeing 777,17295.23567173445,52024.25485099744,48533.329510028685,20%-40% of MAC,943.9977994577024,186.66193881133717,477846.6529967907,203,52438.79318091933,39272,427,Turboprop,22.10104453230614
18172,Cessna 172,9851.019551201918,16217.62999816466,16176.088674205545,20%-35% of MAC,787.7185270777047,107.59176599007964,369770.1881122054,306,9649.381748985132,50084,601,Turboprop,80.49003133527125
18173,Embraer E190,18314.063082256464,72392.40010875103,27615.156987879272,15%-30% of MAC,428.80565892323534,192.61630346446407,226069.43794327896,197,2759.83300808441,59158,490,Piston,37.59527664598792
18174,Beechcraft King Air 350,243938.25732372733,703371.5290300907,613033.938976651,20%-40% of MAC,296.92781188163,127.67136978540528,72268.49982523438,470,79483.9839229158,35791,522,Turbofan,51.96512238432207
18175,Boeing 777,77578.26390353453,215911.023319901,179349.54488135397,15%-30% of MAC,802.6768666287055,84.69160003435583,492739.3810433853,88,59044.158570534295,58848,502,Piston,96.01924245002154
18176,Cessna 172,287333.58038961334,1361326.110532529,1056130.53978116,35%-45% of MAC,886.1478872658176,55.88330077142067,359998.8447476694,206,82590.82987447087,51765,492,Turbofan,22.11893546240524
18177,Boeing 737-800,184696.869005566,740028.9035129743,395156.58948510943,20%-35% of MAC,260.4541183676158,145.33412827379448,341135.4350230085,150,30906.27339336476,45912,603,Piston,67.48818788473272
18178,Airbus A320,234425.14005746547,899047.5383666265,783256.8363100146,15%-30% of MAC,369.2322834239425,198.35724012684776,384172.4704206343,383,1745.8876450451603,52263,559,Turbofan,23.200998514280503
18179,Embraer E190,9452.25567339074,36759.62232749731,18875.306688608536,15%-30% of MAC,810.7454609915902,135.13935271377522,487261.1138337721,470,40288.66724489184,50543,673,Turbofan,13.03042359391764
18180,Airbus A320,268544.81706992735,1261729.5029830043,391515.79035816574,20%-35% of MAC,448.1683114748995,35.27019984732195,404157.9152575841,368,16571.31810997178,41844,674,Piston,46.366506280359005
18181,Boeing 777,200790.35009566945,844963.4060781074,254058.74862864692,25%-35% of MAC,442.96380850269134,78.08039237582784,75665.84512899985,241,61120.50744972,48723,591,Piston,67.98173501657212
18182,Airbus A320,268788.92715285503,795053.6053270353,288391.66866794374,25%-35% of MAC,858.2075640944771,154.5520857674957,497681.19778805546,448,46289.22200436052,38987,566,Turboprop,66.95515434036834
18183,Embraer E190,235002.19780892684,1077110.2424336069,962028.8053788252,35%-45% of MAC,613.1654050341258,92.16220632585394,335991.13947526366,495,71508.33967159032,47371,613,Turboprop,39.83500867625127
18184,Boeing 747-8,237098.8164614045,913882.5540629704,402221.0390099329,25%-35% of MAC,727.2481387807196,185.0067314140881,284856.6322748542,449,30458.91276845362,49245,413,Piston,61.25805398195514
18185,Beechcraft King Air 350,109630.36966637196,524348.174199018,344385.81550733006,15%-30% of MAC,918.5256834577556,65.74772315576504,406682.2134251947,281,58414.63618520989,20314,647,Turboprop,76.28184921257535
18186,Airbus A380,213741.1523696645,287610.95477332664,229973.94166625472,35%-45% of MAC,436.8673118573423,169.9307693467352,106361.92622904612,424,65494.004033701705,41226,564,Piston,16.76793391435163
18187,Boeing 777,157719.1130871136,267699.63559193263,257396.55463604507,20%-35% of MAC,792.8810921296399,170.81930176667095,207740.1875181093,280,24907.990486024588,48176,455,Piston,71.61063341878267
18188,Cessna 172,124205.44328139012,143051.4577164009,135736.21911155025,35%-45% of MAC,507.9255777382883,198.20277639743048,326290.34371962753,384,44160.55671490556,54033,529,Turbofan,94.57625211800266
18189,Beechcraft King Air 350,12772.676341351777,31455.388755265405,13416.43349623972,20%-35% of MAC,505.1661401683188,192.25416461974424,421858.4935904619,97,69230.96462312137,23322,540,Turbofan,20.096780678965075
18190,Cessna 172,225660.26128963984,1029586.051030259,407208.38510151,20%-40% of MAC,229.1970925949389,199.6039325771439,238553.55437222347,446,84475.71936367174,50844,569,Turboprop,26.83691039680064
18191,Boeing 747-8,208922.8573466141,332871.7734877508,293068.88553208945,35%-45% of MAC,334.474243716758,139.7178943344727,373476.98206847993,435,67284.51035415314,26283,642,Piston,50.05514314090589
